"playerid","birthyear","birthcountry","deathyear","namefirst","namelast","weight","height","bats","throws"
"jonnabu01",1897,"USA",1977,"Bubber","Jonnard",185,73,"R","R"
"jonnacl01",1897,"USA",1959,"Claude","Jonnard",165,73,"R","R"
"joosted01",1916,"USA",2011,"Eddie","Joost",175,72,"R","R"
"jordabr01",1967,"USA",NULL,"Brian","Jordan",205,73,"R","R"
"jordabu01",1907,"USA",1993,"Buck","Jordan",170,72,"L","R"
"jordach01",1871,"USA",1928,"Charlie","Jordan",NULL,NULL,NULL,NULL
"jordadu01",1880,"USA",1972,"Dutch","Jordan",185,70,"R","R"
"jordaha01",1873,"USA",1920,"Harry","Jordan",NULL,NULL,NULL,NULL
"jordaji01",1908,"USA",1957,"Jimmy","Jordan",157,69,"R","R"
"jordake01",1969,"USA",NULL,"Kevin","Jordan",185,73,"R","R"
"jordami01",1863,"USA",1940,"Mike","Jordan",155,67,NULL,NULL
"jordami02",1927,"USA",1993,"Milt","Jordan",207,74,"R","R"
"jordani01",1925,"USA",2008,"Niles","Jordan",180,71,"L","L"
"jordari01",1889,"USA",1960,"Rip","Jordan",172,72,"L","R"
"jordari02",1965,"USA",NULL,"Ricky","Jordan",210,77,"R","R"
"jordari03",1970,"USA",NULL,"Ricardo","Jordan",175,72,"L","L"
"jordasc01",1963,"USA",NULL,"Scott","Jordan",175,72,"R","R"
"jordasl01",1878,"USA",1953,"Slats","Jordan",190,73,"L","L"
"jordata01",1989,"USA",NULL,"Taylor","Jordan",210,77,"R","R"
"jordati01",1879,"USA",1949,"Tim","Jordan",170,73,"L","L"
"jordato01",1919,"USA",NULL,"Tom","Jordan",195,73,"R","R"
"jorgear01",1905,"Norway",1980,"Arndt","Jorgens",160,69,"R","R"
"jorgefe01",1994,"D.R.",NULL,"Felix","Jorge",170,74,"R","R"
"jorgemi01",1948,"USA",NULL,"Mike","Jorgensen",195,72,"L","L"
"jorgeor01",1908,"USA",1992,"Orville","Jorgens",180,73,"R","R"
"jorgepi01",1914,"USA",1996,"Pinky","Jorgensen",195,73,"R","R"
"jorgery01",1979,"USA",NULL,"Ryan","Jorgensen",220,74,"R","R"
"jorgesp01",1919,"USA",2003,"Spider","Jorgensen",155,69,"L","R"
"jorgete01",1966,"USA",NULL,"Terry","Jorgensen",208,76,"R","R"
"josefe01",1965,"D.R.",NULL,"Felix","Jose",190,73,"B","R"
"josepca01",1986,"USA",NULL,"Caleb","Joseph",180,75,"R","R"
"josepco01",1988,"USA",NULL,"Corban","Joseph",185,72,"L","R"
"josepdo01",1987,"USA",NULL,"Donnie","Joseph",190,75,"L","L"
"josepdu01",1942,"USA",1997,"Duane","Josephson",190,72,"R","R"
"josepke01",1976,"USA",NULL,"Kevin","Joseph",200,76,"R","R"
"josepri01",1939,"D.R.",1979,"Rick","Joseph",192,73,"R","R"
"josepto01",1991,"USA",NULL,"Tommy","Joseph",255,73,"R","R"
"joshuvo01",1948,"USA",NULL,"Von","Joshua",170,70,"L","L"
"jossad01",1880,"USA",1911,"Addie","Joss",185,75,"R","R"
"jourdte01",1895,"USA",1961,"Ted","Jourdan",175,72,"L","L"
"journji01",1977,"USA",NULL,"Jimmy","Journell",200,76,"R","R"
"joyce01",1847,"USA",1895,"George","Joyce",NULL,NULL,NULL,NULL
"joycebi01",1867,"USA",1941,"Bill","Joyce",185,71,"L","R"
"joycebo01",1915,"USA",1981,"Bob","Joyce",180,73,"R","R"
"joycedi01",1943,"USA",2007,"Dick","Joyce",225,77,"L","L"
"joycema01",1984,"USA",NULL,"Matthew","Joyce",205,74,"L","R"
"joycemi01",1941,"USA",NULL,"Mike","Joyce",193,74,"R","R"
"joynewa01",1962,"USA",NULL,"Wally","Joyner",185,74,"L","L"
"joypo01",1860,"USA",1937,"Pop","Joy",NULL,NULL,NULL,NULL
"juddmi01",1975,"USA",NULL,"Mike","Judd",200,74,"R","R"
"juddos01",1908,"CAN",1995,"Oscar","Judd",180,72,"L","L"
"juddra01",1901,"USA",1957,"Ralph","Judd",170,70,"L","R"
"judefr01",1884,"USA",1961,"Frank","Jude",150,67,"R","R"
"judenje01",1971,"USA",NULL,"Jeff","Juden",245,79,"R","R"
"judgeaa01",1992,"USA",NULL,"Aaron","Judge",282,79,"R","R"
"judgejo01",1894,"USA",1963,"Joe","Judge",155,68,"L","L"
"judniwa01",1916,"USA",1971,"Wally","Judnich",205,73,"L","L"
"judsoho01",1926,"USA",NULL,"Howie","Judson",195,73,"R","R"
"judyjo01",1986,"USA",NULL,"Josh","Judy",210,76,"R","R"
"judyly01",1913,"USA",1991,"Lyle","Judy",150,70,"R","R"
"juelire01",1916,"USA",1970,"Red","Juelich",170,71,"R","R"
"juliojo01",1979,"Venezuela",NULL,"Jorge","Julio",190,73,"R","R"
"jumonge01",1917,"USA",1996,"George","Jumonville",175,72,"R","R"
"jungeer01",1977,"USA",NULL,"Eric","Junge",220,77,"R","R"
"jungeke01",1916,"USA",1975,"Ken","Jungels",180,73,"R","R"
"jungmta01",1989,"USA",NULL,"Taylor","Jungmann",210,78,"R","R"
"junisja01",1992,"USA",NULL,"Jakob","Junis",225,74,"R","R"
"juraked01",1957,"USA",NULL,"Ed","Jurak",185,74,"R","R"
"jurewmi01",1945,"USA",NULL,"Mike","Jurewicz",205,75,"B","L"
"jurgebi01",1908,"USA",1997,"Billy","Jurges",175,71,"R","R"
"jurisal01",1921,"USA",1981,"Al","Jurisich",193,74,"R","R"
"jurrjja01",1986,"Curacao",NULL,"Jair","Jurrjens",200,73,"R","R"
"justida01",1966,"USA",NULL,"David","Justice",195,75,"L","L"
"justiwa01",1883,"USA",1941,"Walt","Justis",195,71,"R","R"
"justjo01",1916,"USA",2003,"Joe","Just",185,71,"R","R"
"jutzesk01",1946,"USA",NULL,"Skip","Jutze",190,71,"R","R"
"juulhe01",1886,"USA",1928,"Herb","Juul",150,71,"L","L"
"juulhe02",1893,"USA",1942,"Herold","Juul",150,69,"R","R"
"kaaihki01",1984,"USA",NULL,"Kila","Ka'aihue",240,76,"L","R"
"kaatji01",1938,"USA",NULL,"Jim","Kaat",205,76,"L","L"
"kadinja01",1884,"USA",1964,"Jack","Kading",190,75,"R","R"
"kaforja01",1888,"USA",1928,"Jake","Kafora",180,72,"R","R"
"kahdoik01",1899,"USA",1999,"Ike","Kahdot",145,65,"R","R"
"kahlebo01",1915,"USA",1988,"Bob","Kahle",170,72,"R","R"
"kahlege01",1889,"USA",1924,"George","Kahler",183,72,"R","R"
"kahlni01",1879,"USA",1959,"Nick","Kahl",185,69,"R","R"
"kahnlto01",1989,"USA",NULL,"Tommy","Kahnle",235,73,"R","R"
"kahnow01",1903,"USA",1981,"Owen","Kahn",160,71,"R","R"
"kahoemi01",1873,"USA",1949,"Mike","Kahoe",185,72,"R","R"
"kainedo01",1955,"USA",NULL,"Don","Kainer",205,75,"R","R"
"kaiseal01",1886,"USA",1969,"Al","Kaiser",165,69,"R","R"
"kaisebo01",1950,"USA",NULL,"Bob","Kaiser",175,70,"B","L"
"kaisedo01",1935,"USA",NULL,"Don","Kaiser",195,77,"R","R"
"kaisege01",1893,"USA",1918,"George","Kaiserling",175,72,"R","R"
"kaiseje01",1960,"USA",NULL,"Jeff","Kaiser",195,75,"R","L"
"kalahjo01",1878,"USA",1952,"John","Kalahan",165,72,"R","R"
"kalbfch01",1864,"USA",1941,"Charlie","Kalbfus",145,71,"R","R"
"kalfabi01",1916,"USA",1968,"Bill","Kalfass",190,75,"R","L"
"kalinal01",1934,"USA",NULL,"Al","Kaline",175,73,"R","R"
"kalinfr01",1917,"USA",1975,"Frank","Kalin",200,72,"R","R"
"kalisry01",1988,"USA",NULL,"Ryan","Kalish",215,72,"L","L"
"kalliru01",1892,"USA",1979,"Rudy","Kallio",160,70,"R","R"
"kamiesc01",1964,"USA",NULL,"Scott","Kamieniecki",195,72,"R","R"
"kammebo01",1950,"USA",2003,"Bob","Kammeyer",210,76,"R","R"
"kammwi01",1900,"USA",1988,"Willie","Kamm",170,70,"R","R"
"kampik01",1900,"USA",1955,"Ike","Kamp",170,72,"B","L"
"kampoal01",1912,"USA",1993,"Alex","Kampouris",155,68,"R","R"
"kanefr01",1895,"USA",1962,"Frank","Kane",175,71,"L","R"
"kaneha01",1883,"USA",1932,"Harry","Kane",165,72,"L","L"
"kanehro01",1934,"USA",2004,"Rod","Kanehl",180,73,"R","R"
"kaneje01",1866,"USA",1949,"Jerry","Kane",175,72,"R","R"
"kaneji01",1881,"USA",1947,"Jim","Kane",225,74,"L","L"
"kanejo01",1882,"USA",1934,"John","Kane",138,66,"R","R"
"kanejo02",1900,"USA",1956,"John","Kane",162,70,"B","R"
"kaneto01",1906,"USA",1973,"Tom","Kane",160,70,"R","R"
"kangju01",1987,"South Korea",NULL,"Jung Ho","Kang",210,72,"R","R"
"kantler01",1892,"USA",1990,"Erv","Kantlehner",190,72,"L","L"
"kaplega01",1975,"USA",NULL,"Gabe","Kapler",190,74,"R","R"
"kappehe01",1863,"USA",1905,"Heinie","Kappel",160,68,"R","R"
"kappejo01",1857,"USA",1929,"Joe","Kappel",165,70,"R",NULL
"karchma01",1967,"USA",NULL,"Matt","Karchner",245,76,"R","R"
"kardopa01",1915,"USA",1968,"Paul","Kardow",210,78,"R","R"
"kargeed01",1883,"USA",1957,"Ed","Karger",185,71,"L","L"
"karkoro01",1963,"USA",NULL,"Ron","Karkovice",210,73,"R","R"
"karlan01",1914,"USA",1989,"Andy","Karl",175,73,"R","R"
"karlobi01",1909,"USA",1964,"Bill","Karlon",190,73,"R","R"
"karlsc01",1971,"USA",NULL,"Scott","Karl",195,74,"L","L"
"karnsbi01",1875,"USA",1941,"Bill","Karns",NULL,NULL,"L","L"
"karnsna01",1987,"USA",NULL,"Nate","Karns",225,75,"R","R"
"karnuja01",1976,"USA",NULL,"Jason","Karnuth",190,74,"R","R"
"karowma01",1904,"USA",1986,"Marty","Karow",170,70,"R","R"
"karpehe01",1917,"USA",1995,"Herb","Karpel",180,69,"L","L"
"karpry01",1970,"USA",NULL,"Ryan","Karp",217,76,"L","L"
"karrbe01",1893,"USA",1968,"Benn","Karr",175,72,"L","R"
"karroer01",1967,"USA",NULL,"Eric","Karros",205,76,"R","R"
"karsast01",1972,"USA",NULL,"Steve","Karsay",210,75,"R","R"
"karstje01",1982,"USA",NULL,"Jeff","Karstens",185,75,"R","R"
"karstjo01",1893,"USA",1976,"John","Karst",175,71,"L","R"
"kashita01",1971,"Japan",NULL,"Takashi","Kashiwada",165,71,"L","L"
"kaskoed01",1931,"USA",NULL,"Eddie","Kasko",180,72,"R","R"
"katama01",1978,"USA",NULL,"Matt","Kata",185,73,"B","R"
"katolja01",1872,"Germany",1955,"Jack","Katoll",195,71,"R","R"
"kattra01",1927,"USA",1999,"Ray","Katt",190,74,"R","R"
"katzbo01",1911,"USA",1962,"Bob","Katz",190,71,"R","R"
"kauffbe01",1890,"USA",1961,"Benny","Kauff",157,68,"L","L"
"kauffdi01",1888,"USA",1948,"Dick","Kauffman",190,75,"B","R"
"kaufmcu01",1957,"USA",NULL,"Curt","Kaufman",175,74,"R","R"
"kaufmto01",1900,"USA",1982,"Tony","Kaufmann",165,71,"R","R"
"kavan01",NULL,NULL,NULL,"James","Cavanagh",NULL,NULL,NULL,NULL
"kavanch01",1891,"USA",1973,"Charlie","Kavanagh",165,69,"R","R"
"kavanle01",1894,"USA",1950,"Leo","Kavanagh",180,69,"R","R"
"kavanma01",1891,"USA",1960,"Marty","Kavanagh",187,72,"R","R"
"kawakke01",1975,"Japan",NULL,"Kenshin","Kawakami",200,71,"R","R"
"kawasmu01",1981,"Japan",NULL,"Munenori","Kawasaki",175,71,"L","R"
"kaybi01",1878,"USA",1945,"Bill","Kay",180,74,"L","R"
"kayeju01",1976,"USA",NULL,"Justin","Kaye",195,76,"R","R"
"kazaked01",1920,"USA",1999,"Eddie","Kazak",175,72,"R","R"
"kazante01",1934,"USA",NULL,"Ted","Kazanski",175,73,"R","R"
"kazmase01",1984,"USA",NULL,"Sean","Kazmar",180,69,"R","R"
"kazmisc01",1984,"USA",NULL,"Scott","Kazmir",195,72,"L","L"
"keaglgr01",1971,"USA",NULL,"Greg","Keagle",185,73,"R","R"
"kealest01",1947,"USA",NULL,"Steve","Kealey",185,72,"R","R"
"keanejo99",1911,"USA",1967,"Johnny","Keane",165,70,"R","R"
"kearnau01",1980,"USA",NULL,"Austin","Kearns",240,75,"R","R"
"kearnbo01",1956,"USA",NULL,"Bob","Kearney",190,72,"R","R"
"kearnte01",1900,"USA",1949,"Teddy","Kearns",180,71,"R","R"
"kearnto01",1860,"USA",1938,"Tom","Kearns",160,67,"R","R"
"kearsed01",1916,"USA",1968,"Eddie","Kearse",195,73,"R","R"
"keased01",1863,"USA",1940,"Ed","Keas",NULL,NULL,NULL,NULL
"keatibo01",1862,"USA",1922,"Bob","Keating",190,76,"L","L"
"keatich01",1891,"USA",1959,"Chick","Keating",155,69,"R","R"
"keatira01",1893,"USA",1963,"Ray","Keating",185,71,"R","R"
"keatlgr01",1953,"USA",NULL,"Greg","Keatley",200,74,"R","R"
"keckca01",1899,"USA",1981,"Cactus","Keck",170,71,"R","R"
"keedypa01",1958,"USA",NULL,"Pat","Keedy",205,76,"R","R"
"keefebo01",1882,"USA",1964,"Bobby","Keefe",155,71,"R","R"
"keefeda01",1897,"USA",1978,"Dave","Keefe",165,69,"L","R"
"keefege01",1867,"USA",1935,"George","Keefe",168,69,"L","L"
"keefejo01",1867,"USA",1937,"John","Keefe",NULL,NULL,NULL,"L"
"keefeti01",1857,"USA",1933,"Tim","Keefe",185,70,"R","R"
"keegabo01",1920,"USA",2001,"Bob","Keegan",207,74,"R","R"
"keegaed01",1939,"USA",2014,"Ed","Keegan",165,75,"R","R"
"keelebu01",1879,"USA",1952,"Burt","Keeley",170,69,"R","R"
"keelewi01",1872,"USA",1923,"Willie","Keeler",140,64,"L","L"
"keelybo01",1909,"USA",2001,"Bob","Keely",175,72,"R","R"
"keenaji01",1856,"USA",1926,"Jim","Keenan",186,70,"R","R"
"keenaji02",1899,"USA",1980,"Jimmie","Keenan",155,67,"L","L"
"keenaki01",1869,"USA",1909,"Jack","Keenan",140,67,NULL,"R"
"keenbi01",1892,"USA",1947,"Bill","Keen",181,72,"R","R"
"keeneha01",1868,"USA",1912,"Harry","Keener",185,70,NULL,"R"
"keeneje01",1959,"USA",NULL,"Jeff","Keener",170,72,"L","R"
"keenejo01",1953,"USA",NULL,"Joe","Keener",200,76,"R","R"
"keenvi01",1899,"USA",1976,"Vic","Keen",165,69,"R","R"
"keerlge01",1847,"USA",1923,"George","Keerl",145,67,"R","R"
"keeseji01",1902,"USA",1951,"Jim","Keesey",170,72,"R","R"
"keetori01",1957,"USA",NULL,"Rickey","Keeton",190,74,"R","R"
"keffefr01",1861,"USA",1923,"Frank","Keffer",NULL,NULL,NULL,NULL
"kehnch01",1921,"USA",1984,"Chet","Kehn",168,71,"R","R"
"keifeka01",1891,"USA",1927,"Katsy","Keifer",NULL,NULL,"B","L"
"keislra01",1976,"USA",NULL,"Randy","Keisler",200,75,"L","L"
"keistbi01",1871,"USA",1924,"Bill","Keister",168,65,"L","R"
"kekicmi01",1945,"USA",NULL,"Mike","Kekich",196,73,"R","L"
"kelake01",1993,"USA",NULL,"Keone","Kela",215,73,"R","R"
"kelbge01",1870,"USA",1936,"George","Kelb",NULL,NULL,"L","L"
"kelihmi01",1890,"USA",1930,"Mickey","Keliher",175,72,"L","L"
"kelleal01",1901,"USA",1960,"Al","Kellett",200,75,"R","R"
"kellech01",1916,"USA",1990,"Charlie","Keller",185,70,"L","R"
"kelledi01",1940,"USA",1991,"Dick","Kelley",174,71,"R","L"
"kelledu01",1893,"USA",1947,"Duke","Kelleher",180,67,NULL,"R"
"kellefr01",1916,"USA",1979,"Frankie","Kelleher",195,73,"R","R"
"kellefr02",1924,"USA",1976,"Frank","Kellert",185,74,"R","R"
"kelleha01",1906,"USA",1958,"Harry","Kelley",170,69,"R","R"
"kelleha02",1914,"USA",1989,"Hal","Kelleher",165,72,"R","R"
"kelleha03",1927,"USA",2012,"Hal","Keller",200,73,"L","R"
"kellejo01",1871,"USA",1943,"Joe","Kelley",190,71,"R","R"
"kellejo02",1893,"USA",1960,"John","Kelleher",150,71,"R","R"
"kellekr01",1978,"USA",NULL,"Kris","Keller",225,74,"R","R"
"kellemi01",1875,"USA",1955,"Mike","Kelley",210,72,"R","R"
"kellemi02",1947,"USA",NULL,"Mick","Kelleher",176,69,"R","R"
"kellere01",1909,"USA",1970,"Red","Kellett",185,72,"R","R"
"kellero01",1943,"USA",NULL,"Ron","Keller",200,74,"R","R"
"kellesh01",1984,"USA",NULL,"Shawn","Kelley",230,74,"R","R"
"kelleto01",1944,"USA",2015,"Tom","Kelley",190,72,"R","R"
"kellge01",1922,"USA",2009,"George","Kell",175,69,"R","R"
"kellifr01",1899,"USA",1956,"Frank","Kelliher",175,69,"L","L"
"kellnal01",1924,"USA",1996,"Alex","Kellner",200,72,"R","L"
"kellnwa01",1929,"USA",2006,"Walt","Kellner",200,72,"R","R"
"kelloal01",1886,"USA",1953,"Al","Kellogg",208,75,NULL,"L"
"kellobi01",1884,"USA",1971,"Bill","Kellogg",153,70,"R","R"
"kellona01",1858,"USA",1923,"Nate","Kellogg",175,69,"L","R"
"kellsk01",1929,"USA",2015,"Skeeter","Kell",160,69,"R","R"
"kelluwi01",1876,"CAN",1951,"Win","Kellum",190,70,"B","L"
"kellybi01",NULL,"USA",NULL,"Bill","Kelly",150,67,NULL,NULL
"kellybi02",1886,"USA",1940,"Billy","Kelly",183,72,"R","R"
"kellybi03",1898,"USA",1990,"Bill","Kelly",190,72,"R","R"
"kellybo01",1927,"USA",NULL,"Bob","Kelly",180,72,"R","R"
"kellybr01",1959,"USA",NULL,"Bryan","Kelly",195,74,"R","R"
"kellyca01",1989,"USA",NULL,"Casey","Kelly",215,75,"R","R"
"kellyca02",1994,"USA",NULL,"Carson","Kelly",220,74,"R","R"
"kellych01",1862,"USA",1940,"Charlie","Kelly",NULL,NULL,"R","R"
"kellydo01",1980,"USA",NULL,"Don","Kelly",215,76,"L","R"
"kellyed01",1888,"USA",1928,"Ed","Kelly",173,71,"R","R"
"kellyge01",1895,"USA",1984,"High Pockets","Kelly",190,76,"R","R"
"kellyhe01",1892,"USA",1973,"Herb","Kelly",160,69,"L","L"
"kellyji01",1884,"USA",1961,"Jim","Kelly",180,70,"L","R"
"kellyjo01",1859,"USA",1908,"John","Kelly",185,72,"R","R"
"kellyjo02",1879,"USA",1944,"John","Kelly",165,69,NULL,NULL
"kellyjo03",1886,"USA",1977,"Joe","Kelly",175,70,"R","R"
"kellyjo04",1900,"USA",1967,"Joe","Kelly",180,72,"L","L"
"kellyjo05",1988,"USA",NULL,"Joe","Kelly",190,73,"R","R"
"kellyke01",1979,"USA",NULL,"Kenny","Kelly",180,75,"R","R"
"kellyki01",1857,"USA",1894,"King","Kelly",170,70,"R","R"
"kellyki02",1856,"USA",1926,"Kick","Kelly",185,72,NULL,NULL
"kellymi01",1902,"USA",1982,"Mike","Kelly",178,73,"R","R"
"kellymi02",1970,"USA",NULL,"Mike","Kelly",195,76,"R","R"
"kellypa01",1944,"USA",2005,"Pat","Kelly",185,73,"L","L"
"kellypa02",1955,"USA",NULL,"Pat","Kelly",210,75,"R","R"
"kellypa03",1967,"USA",NULL,"Pat","Kelly",180,72,"R","R"
"kellyre01",1884,"USA",1961,"Red","Kelly",165,71,"R","R"
"kellyre02",1899,"USA",1963,"Ren","Kelly",183,72,"R","R"
"kellyro01",1964,"Panama",NULL,"Roberto","Kelly",180,74,"R","R"
"kellyry01",1987,"USA",NULL,"Ryan","Kelly",180,74,"R","R"
"kellysp01",1884,"USA",1949,"Speed","Kelly",185,74,"R","R"
"kellyto01",1950,"USA",NULL,"Tom","Kelly",188,71,"L","L"
"kellyty01",1988,"USA",NULL,"Ty","Kelly",180,72,"B","R"
"kellyva01",1946,"USA",NULL,"Van","Kelly",180,71,"L","R"
"kelsebi01",1881,"USA",1968,"Billy","Kelsey",150,70,"R","R"
"kelsobi01",1940,"USA",2009,"Bill","Kelso",215,76,"R","R"
"keltnke01",1916,"USA",1991,"Ken","Keltner",190,72,"R","R"
"keltoda01",1979,"USA",NULL,"David","Kelton",200,75,"R","R"
"keltyjo01",1871,"USA",1929,"John","Kelty",175,70,NULL,NULL
"kemmebi01",1873,"USA",1945,"Bill","Kemmer",195,74,"R","R"
"kemmeru01",1930,"USA",2014,"Russ","Kemmerer",198,74,"R","R"
"kemmlru01",1860,"USA",1909,"Rudy","Kemmler",206,71,"R","R"
"kemnedu01",1899,"USA",1988,"Dutch","Kemner",175,70,"R","R"
"kempma01",1984,"USA",NULL,"Matt","Kemp",210,76,"R","R"
"kempst01",1954,"USA",NULL,"Steve","Kemp",195,72,"L","L"
"kempto01",1991,"USA",NULL,"Tony","Kemp",165,66,"L","R"
"kendafr01",1949,"USA",NULL,"Fred","Kendall",185,73,"R","R"
"kendaja01",1974,"USA",NULL,"Jason","Kendall",181,72,"R","R"
"kendeal01",1937,"USA",NULL,"Al","Kenders",185,72,"R","R"
"kendrho01",1983,"USA",NULL,"Howie","Kendrick",220,71,"R","R"
"kendrky01",1984,"USA",NULL,"Kyle","Kendrick",220,75,"R","R"
"kennaed01",1877,"USA",1912,"Ed","Kenna",180,72,NULL,"R"
"kennaed02",1897,"USA",1972,"Eddie","Kenna",150,67,"R","R"
"kennead01",1976,"USA",NULL,"Adam","Kennedy",195,71,"L","R"
"kennear01",1916,"USA",2014,"Art","Kenney",175,72,"L","L"
"kennebi01",1918,"USA",1995,"Bill","Kennedy",175,73,"L","L"
"kennebi02",1921,"USA",1983,"Bill","Kennedy",195,74,"L","L"
"kennebo01",1920,"USA",2005,"Bob","Kennedy",193,74,"R","R"
"kennebr01",1867,"USA",1915,"Brickyard","Kennedy",160,71,"R","R"
"kennedo01",1853,"USA",1920,"Doc","Kennedy",185,69,"R","R"
"kenneed01",1856,"USA",1905,"Ed","Kennedy",150,66,NULL,NULL
"kenneed02",1861,"USA",1912,"Ed","Kennedy",160,67,"R","R"
"kenneia01",1984,"USA",NULL,"Ian","Kennedy",200,72,"R","R"
"kenneje01",1945,"USA",NULL,"Jerry","Kenney",170,73,"L","R"
"kenneji01",1946,"USA",NULL,"Jim","Kennedy",160,69,"L","R"
"kenneji99",1862,"USA",1904,"Jim","Kennedy",NULL,NULL,NULL,NULL
"kennejo01",1844,"USA",1893,"John","Kenney",NULL,NULL,NULL,NULL
"kennejo02",1926,"USA",1998,"John","Kennedy",175,70,"R","R"
"kennejo03",1941,"USA",NULL,"John","Kennedy",185,72,"R","R"
"kennejo04",1979,"USA",2007,"Joe","Kennedy",227,76,"R","L"
"kenneju01",1950,"USA",NULL,"Junior","Kennedy",175,71,"R","R"
"kenneke99",1954,"USA",NULL,"Kevin","Kennedy",195,74,"R","R"
"kennemo01",1922,"USA",1997,"Monty","Kennedy",185,74,"R","L"
"kennera01",1895,"USA",1969,"Ray","Kennedy",165,69,"R","R"
"kennesn01",1878,"USA",1945,"Snapper","Kennedy",165,70,"B","R"
"kennete01",1865,"USA",1907,"Ted","Kennedy",178,68,"L","R"
"kennete02",1956,"USA",NULL,"Terry","Kennedy",220,75,"L","R"
"kenneve01",1907,"USA",1993,"Vern","Kennedy",175,72,"L","R"
"kensilo01",1982,"USA",NULL,"Logan","Kensing",190,73,"R","R"
"kented01",1859,"USA",NULL,"Ed","Kent",152,66,"R","R"
"kentje01",1968,"USA",NULL,"Jeff","Kent",185,73,"R","R"
"kentma01",1885,"USA",1966,"Maury","Kent",168,72,"R","R"
"kentst01",1978,"Germany",NULL,"Steven","Kent",170,71,"B","L"
"kenwobi01",1886,"USA",1950,"Duke","Kenworthy",165,67,"B","R"
"kenwodi01",1941,"USA",2010,"Dick","Kenworthy",170,69,"R","R"
"keougjo01",1946,"USA",NULL,"Joe","Keough",185,72,"L","L"
"keougma01",1934,"USA",NULL,"Marty","Keough",180,72,"L","L"
"keougma02",1955,"USA",NULL,"Matt","Keough",190,75,"R","R"
"keplema01",1993,"Germany",NULL,"Max","Kepler",205,76,"L","L"
"keppebo01",1982,"USA",NULL,"Bobby","Keppel",215,77,"R","R"
"keppije01",1980,"USA",NULL,"Jeff","Keppinger",185,72,"R","R"
"kepshku01",1959,"USA",NULL,"Kurt","Kepshire",180,73,"L","R"
"kerfech01",1963,"USA",NULL,"Charlie","Kerfeld",225,78,"R","R"
"keriagu01",1931,"USA",1996,"Gus","Keriazakos",187,75,"R","R"
"kerinjo01",1858,"USA",1919,"John","Kerins",177,70,"R","R"
"kerksbi01",1913,"USA",1970,"Bill","Kirksieck",183,73,"R","R"
"kerlior01",1891,"USA",1974,"Orie","Kerlin",149,67,"L","R"
"kernajo01",NULL,"USA",NULL,"Joe","Kernan",NULL,NULL,NULL,NULL
"kernbi01",1933,"USA",NULL,"Bill","Kern",184,74,"R","R"
"kernege01",1940,"USA",NULL,"George","Kernek",170,75,"L","L"
"kernji01",1949,"USA",NULL,"Jim","Kern",185,77,"R","R"
"kernsru01",1920,"USA",2000,"Russ","Kerns",188,72,"L","R"
"kerrbu01",1922,"USA",2006,"Buddy","Kerr",175,74,"R","R"
"kerrdi01",1893,"USA",1963,"Dickey","Kerr",155,67,"L","L"
"kerrdo01",1882,"USA",1937,"Doc","Kerr",190,70,"B","R"
"kerrijo01",1954,"USA",NULL,"Joe","Kerrigan",205,77,"R","R"
"kerrjo01",1898,"USA",1993,"John","Kerr",158,68,"R","R"
"kerrme01",1903,"CAN",1980,"Mel","Kerr",155,71,"L","L"
"kershcl01",1988,"USA",NULL,"Clayton","Kershaw",228,76,"L","L"
"kershja01",1976,"USA",NULL,"Jason","Kershner",165,74,"L","L"
"kerwida01",1874,"USA",1960,"Dan","Kerwin",164,69,"L","L"
"kessido01",1942,"USA",NULL,"Don","Kessinger",170,73,"B","R"
"kessike01",1967,"USA",NULL,"Keith","Kessinger",185,74,"B","R"
"kesslhe01",1851,"USA",1900,"Henry","Kessler",144,70,"R","R"
"kesteri01",1946,"USA",NULL,"Rick","Kester",190,72,"R","R"
"ketchfr01",1875,"USA",1908,"Fred","Ketchum",157,68,"L","R"
"ketchgu01",1897,"USA",1980,"Gus","Ketchum",170,69,"R","R"
"ketteph01",1884,"USA",1965,"Phil","Ketter",NULL,67,NULL,"R"
"keuchda01",1988,"USA",NULL,"Dallas","Keuchel",205,75,"L","L"
"keupphe01",1887,"USA",1960,"Henry","Keupper",185,73,"L","L"
"keyji01",1961,"USA",NULL,"Jimmy","Key",185,73,"R","L"
"keysebr01",1966,"USA",NULL,"Brian","Keyser",180,73,"R","R"
"khalisa01",1963,"USA",NULL,"Sam","Khalifa",170,71,"R","R"
"kibbiho01",1903,"USA",1975,"Hod","Kibbie",150,70,"R","R"
"kibblja01",1892,"USA",1969,"Jack","Kibble",154,69,"B","R"
"kickhmi01",1988,"USA",NULL,"Mike","Kickham",220,76,"L","L"
"kidama01",1968,"Japan",NULL,"Masao","Kida",210,75,"R","R"
"kiebosp01",1991,"USA",NULL,"Spencer","Kieboom",210,72,"R","R"
"kieckda01",1961,"USA",NULL,"Dana","Kiecker",180,75,"R","R"
"kiefejo01",1899,"USA",1975,"Joe","Kiefer",190,71,"R","R"
"kiefema01",1968,"USA",NULL,"Mark","Kiefer",175,76,"R","R"
"kiefest01",1960,"USA",NULL,"Steve","Kiefer",175,73,"R","R"
"kiekhde01",1989,"USA",NULL,"Dean","Kiekhefer",175,72,"L","L"
"kieltbo01",1976,"USA",NULL,"Bobby","Kielty",225,73,"B","R"
"kielyjo01",1964,"USA",NULL,"John","Kiely",210,75,"R","R"
